title,timestamp,views
Myotis escalerai,2016-12-31,2550
Xingdong Station,2015-12-31,573
Xingdong Station,2016-12-31,486
Andrea Blas,2015-12-31,781
Andrea Blas,2016-12-31,536
Asaphocrita plagiatella,2015-12-31,202
Asaphocrita plagiatella,2016-12-31,194
Leytonstone F.C.,2015-12-31,3480
Leytonstone F.C.,2016-12-31,2904
Felbenbach,2015-12-31,319
Felbenbach,2016-12-31,198
32nd Canadian Parliament,2015-12-31,4048
32nd Canadian Parliament,2016-12-31,2122
Jourgnac,2015-12-31,647
Jourgnac,2016-12-31,474
Dubai British School,2015-12-31,3178
Dubai British School,2016-12-31,2755
Piccadilly Circus (song),2015-12-31,1296
Piccadilly Circus (song),2016-12-31,1081
"Khushaat, Selenge",2015-12-31,388
"Khushaat, Selenge",2016-12-31,330
Windrush (TV series),2015-12-31,1321
Windrush (TV series),2016-12-31,1027
Brutus2D,2015-12-31,467
Brutus2D,2016-12-31,371
The Vic Theatre,2015-12-31,6081
The Vic Theatre,2016-12-31,6516
Exceptia sisterina,2015-12-31,213
Exceptia sisterina,2016-12-31,185
Les Oreilles,2015-12-31,456
Les Oreilles,2016-12-31,293
"Osino, Nevada",2015-12-31,1003
"Osino, Nevada",2016-12-31,789
Carbonicola,2015-12-31,991
Carbonicola,2016-12-31,939
2006 Tour of the Basque Country,2015-12-31,793
2006 Tour of the Basque Country,2016-12-31,604
Edmund Hakewill-Smith,2015-12-31,1148
Edmund Hakewill-Smith,2016-12-31,1075
Princess Isabella of Parma,2015-12-31,14687
Princess Isabella of Parma,2016-12-31,11926
.pm,2015-12-31,8510
.pm,2016-12-31,6588
Qarabağ,2015-12-31,3062
Qarabağ,2016-12-31,1015
Still Falling in Love,2015-12-31,669
Still Falling in Love,2016-12-31,547
Ross Skiffington,2015-12-31,786
Ross Skiffington,2016-12-31,526
Peavine Metis Settlement,2015-12-31,1165
Peavine Metis Settlement,2016-12-31,877
Minuscule 514,2015-12-31,226
Minuscule 514,2016-12-31,222
Eugene A. Besson,2015-12-31,405
Eugene A. Besson,2016-12-31,304
Dar Chaffai,2015-12-31,1098
Dar Chaffai,2016-12-31,502
Gros Horloge,2015-12-31,3981
Gros Horloge,2016-12-31,3790
Chailly-en-Gâtinais,2015-12-31,673
Chailly-en-Gâtinais,2016-12-31,493
Cotts baronets,2015-12-31,650
Cotts baronets,2016-12-31,486
Killing of Moshe Barsky,2015-12-31,992
Killing of Moshe Barsky,2016-12-31,1025
Why Is the Crow Black-Coated,2015-12-31,621
Why Is the Crow Black-Coated,2016-12-31,549
Harry Field (rugby league),2015-12-31,418
Harry Field (rugby league),2016-12-31,253
Xhevdet Llumnica,2015-12-31,819
Xhevdet Llumnica,2016-12-31,671
"20,000 Watt R.S.L.",2015-12-31,4687
"20,000 Watt R.S.L.",2016-12-31,3971
Fresh Aire Interludes,2015-12-31,963
Fresh Aire Interludes,2016-12-31,585
Indian Pentecostal Church of God,2015-12-31,10001
Indian Pentecostal Church of God,2016-12-31,8637
Anfinn Øien,2015-12-31,330
Anfinn Øien,2016-12-31,238
Achhalda,2015-12-31,861
Achhalda,2016-12-31,1061
USS Morris (1778),2015-12-31,786
USS Morris (1778),2016-12-31,612
"Eğerlibaşköy, Kızılcahamam",2015-12-31,324
"Eğerlibaşköy, Kızılcahamam",2016-12-31,242
11th Alpini Regiment,2015-12-31,834
11th Alpini Regiment,2016-12-31,480
Tinissa cultellata,2015-12-31,229
Tinissa cultellata,2016-12-31,147
"Genuiyeh, Dashtab",2015-12-31,307
"Genuiyeh, Dashtab",2016-12-31,243
Chalalan,2015-12-31,734
Chalalan,2016-12-31,995
"Aliabad, Esfarayen",2015-12-31,300
"Aliabad, Esfarayen",2016-12-31,224
Give-and-go,2015-12-31,2421
Give-and-go,2016-12-31,2076
Dominique Fred,2015-12-31,840
Dominique Fred,2016-12-31,642
Dolby Theatre,2015-12-31,71672
Dolby Theatre,2016-12-31,224851
Life imprisonment in Poland,2015-12-31,944
Life imprisonment in Poland,2016-12-31,783
Branco River (São Paulo),2015-12-31,309
Branco River (São Paulo),2016-12-31,262
1995 3. Divisjon,2015-12-31,537
1995 3. Divisjon,2016-12-31,371
Inoxydable,2015-12-31,892
Inoxydable,2016-12-31,740
Bruno Riem,2015-12-31,386
Bruno Riem,2016-12-31,190
Amarillo Independent School District,2015-12-31,2518
Amarillo Independent School District,2016-12-31,1930
2011–12 FC Politehnica Timișoara season,2015-12-31,773
2011–12 FC Politehnica Timișoara season,2016-12-31,615
Prostitution in Europe,2015-12-31,74650
Prostitution in Europe,2016-12-31,56728
Hayato Nakamura,2015-12-31,457
Hayato Nakamura,2016-12-31,354
Anti-Cigarette League of America,2015-12-31,1250
Anti-Cigarette League of America,2016-12-31,888
"Valencian parliamentary election, 2007",2015-12-31,633
"Valencian parliamentary election, 2007",2016-12-31,433
Takeshi Konomi,2015-12-31,5987
Takeshi Konomi,2016-12-31,4335
Marathon de La Rochelle,2015-12-31,873
Marathon de La Rochelle,2016-12-31,703
"Jamnice, Czech Republic",2015-12-31,375
"Jamnice, Czech Republic",2016-12-31,328
Abba Kompaneyets,2015-12-31,314
Abba Kompaneyets,2016-12-31,245
Dennis Irwin,2015-12-31,3533
Dennis Irwin,2016-12-31,3422
Tierra de Nadie (Barón Rojo album),2015-12-31,648
Tierra de Nadie (Barón Rojo album),2016-12-31,542
Mo Dutta,2015-12-31,2413
Mo Dutta,2016-12-31,2130
Villa Cariño está que arde,2015-12-31,300
Villa Cariño está que arde,2016-12-31,213
"Cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase",2015-12-31,484
"Cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase",2016-12-31,314
We Got Hood Love,2015-12-31,2502
We Got Hood Love,2016-12-31,2030
Hit 'Em Up Style (Oops!),2015-12-31,15138
Hit 'Em Up Style (Oops!),2016-12-31,15046
Humanitas Prize,2015-12-31,5839
Humanitas Prize,2016-12-31,8342
Collared puffbird,2015-12-31,867
Collared puffbird,2016-12-31,844
Sewage,2015-12-31,104688
Sewage,2016-12-31,92273
Source Sans Pro,2015-12-31,10726
Source Sans Pro,2016-12-31,9064
44th Infantry Brigade (United Kingdom),2015-12-31,915
44th Infantry Brigade (United Kingdom),2016-12-31,702
VP8,2015-12-31,41233
VP8,2016-12-31,29953
Viktória Kužmová,2015-12-31,1282
Viktória Kužmová,2016-12-31,1448
Iaitō,2015-12-31,18049
Iaitō,2016-12-31,15894
Cercina,2015-12-31,580
Cercina,2016-12-31,590
National Security Council (United Kingdom),2015-12-31,10610
National Security Council (United Kingdom),2016-12-31,8294
Times Community Media,2015-12-31,951
Times Community Media,2016-12-31,837
Peter Bramley (cricketer),2015-12-31,434
Peter Bramley (cricketer),2016-12-31,290
"Feathers Hotel, Ludlow",2015-12-31,2858
"Feathers Hotel, Ludlow",2016-12-31,2373
KNAU,2015-12-31,1210
KNAU,2016-12-31,1043
"Myki, Greece",2015-12-31,1205
"Myki, Greece",2016-12-31,1026
Christoffer Persson,2015-12-31,463
Christoffer Persson,2016-12-31,367
Adolphe Monod,2015-12-31,1691
Adolphe Monod,2016-12-31,1566
Tennis at the 2009 Southeast Asian Games – Mixed Doubles,2015-12-31,292
Tennis at the 2009 Southeast Asian Games – Mixed Doubles,2016-12-31,226
S. Rajendran (AIADMK politician),2015-12-31,743
S. Rajendran (AIADMK politician),2016-12-31,785
Kapitein Rob,2015-12-31,419
Kapitein Rob,2016-12-31,815
Paulo Frederico Benevenute,2015-12-31,2095
Paulo Frederico Benevenute,2016-12-31,1322
Omuku,2015-12-31,1868
Omuku,2016-12-31,1683
Nestor Serrano,2015-12-31,26288
Nestor Serrano,2016-12-31,23797
"Dola, Bileća",2015-12-31,169
"Dola, Bileća",2016-12-31,179
Orca Symphony No. 1,2015-12-31,9530
Orca Symphony No. 1,2016-12-31,8149
Skilligan's Island,2015-12-31,1787
Skilligan's Island,2016-12-31,1153
Ulaangom Airport,2015-12-31,1475
Ulaangom Airport,2016-12-31,1374
SS Orsova (1953),2015-12-31,2408
SS Orsova (1953),2016-12-31,2495
Hook (bowling),2015-12-31,6788
Hook (bowling),2016-12-31,6060
Desmodium,2015-12-31,16380
Desmodium,2016-12-31,12377
"Romilly, Loir-et-Cher",2015-12-31,391
"Romilly, Loir-et-Cher",2016-12-31,322
Anterior jugular vein,2015-12-31,8557
Anterior jugular vein,2016-12-31,7662
The Last Goodbye (Atomic Kitten song),2015-12-31,2297
The Last Goodbye (Atomic Kitten song),2016-12-31,1862
Protected areas of Kerala,2015-12-31,9642
Protected areas of Kerala,2016-12-31,7090
Free Association of German Trade Unions,2015-12-31,4070
Free Association of German Trade Unions,2016-12-31,3794
14th Manitoba Legislature,2015-12-31,721
14th Manitoba Legislature,2016-12-31,399
Düsseldorf-Golzheim,2015-12-31,1238
Düsseldorf-Golzheim,2016-12-31,959
Agribusiness Teaching Center,2015-12-31,1328
Agribusiness Teaching Center,2016-12-31,953
Metacrambus deprinsi,2015-12-31,138
Metacrambus deprinsi,2016-12-31,130
Erastriopis,2015-12-31,188
Erastriopis,2016-12-31,127
J. C. Bhattacharyya,2015-12-31,827
J. C. Bhattacharyya,2016-12-31,631
Giorgio Orsoni,2015-12-31,2034
Giorgio Orsoni,2016-12-31,1573
Harry Jayawardena,2015-12-31,7271
Harry Jayawardena,2016-12-31,6239
Kord Ahmad-e Sofla,2015-12-31,370
Kord Ahmad-e Sofla,2016-12-31,281
"Check, Virginia",2015-12-31,1146
"Check, Virginia",2016-12-31,830
"Clark, New Jersey",2015-12-31,12530
"Clark, New Jersey",2016-12-31,9793
Vrijhoeven,2015-12-31,351
Vrijhoeven,2016-12-31,224
Nymphidium,2015-12-31,438
Nymphidium,2016-12-31,381
Association of Spanish Footballers,2015-12-31,1418
Association of Spanish Footballers,2016-12-31,1164
Xumarta,2015-12-31,629
Xumarta,2016-12-31,344
Seth Grahame-Smith,2015-12-31,68531
Seth Grahame-Smith,2016-12-31,95850
Alan Paine Radebaugh,2015-12-31,419
Alan Paine Radebaugh,2016-12-31,400
WOPP,2015-12-31,794
WOPP,2016-12-31,701
Makkala Rajya,2015-12-31,1527
Makkala Rajya,2016-12-31,1430
Minami Sanriku Kinkasan Quasi-National Park,2015-12-31,537
Minami Sanriku Kinkasan Quasi-National Park,2016-12-31,417
Simon Bodenmann,2015-12-31,1187
Simon Bodenmann,2016-12-31,632
Bi-specific T-cell engager,2015-12-31,6529
Bi-specific T-cell engager,2016-12-31,6714
2000 IIHF World Championship Final,2015-12-31,980
2000 IIHF World Championship Final,2016-12-31,947
"Thoros III, King of Armenia",2015-12-31,1002
"Thoros III, King of Armenia",2016-12-31,1014
1980 Ohio State Buckeyes football team,2015-12-31,4347
1980 Ohio State Buckeyes football team,2016-12-31,1965
Crowder Formation,2015-12-31,344
Crowder Formation,2016-12-31,379
Cyril Berry,2015-12-31,1708
Cyril Berry,2016-12-31,1329
Delinquent Daughters,2015-12-31,862
Delinquent Daughters,2016-12-31,771
Rangsit Prayurasakdi,2015-12-31,2260
Rangsit Prayurasakdi,2016-12-31,1845
2015 Santosh Trophy qualification,2015-12-31,1494
2015 Santosh Trophy qualification,2016-12-31,829
Comedy Showcase,2015-12-31,3586
Comedy Showcase,2016-12-31,3214
War zone C,2015-12-31,770
War zone C,2016-12-31,804
Eion Katchay,2015-12-31,565
Eion Katchay,2016-12-31,438
8th & Pine (St. Louis MetroLink),2015-12-31,1735
8th & Pine (St. Louis MetroLink),2016-12-31,1023
Golliwog (song),2015-12-31,1701
Golliwog (song),2016-12-31,2536
Josep Lluís Pellicer,2015-12-31,537
Josep Lluís Pellicer,2016-12-31,490
Crossosomataceae,2015-12-31,1156
Crossosomataceae,2016-12-31,966
Võru County Vocational Training Centre,2015-12-31,426
Võru County Vocational Training Centre,2016-12-31,521
Decatur Subdivision,2015-12-31,343
Decatur Subdivision,2016-12-31,304
Dewald Pretorius,2015-12-31,995
Dewald Pretorius,2016-12-31,869
Antonio de la Torre Villalpando,2015-12-31,1243
Antonio de la Torre Villalpando,2016-12-31,1077
Costa Rica Fed Cup team,2015-12-31,766
Costa Rica Fed Cup team,2016-12-31,489
Asparagine—tRNA ligase,2015-12-31,546
Asparagine—tRNA ligase,2016-12-31,562
Raymond Lam,2015-12-31,71835
Raymond Lam,2016-12-31,50619
Nostoc,2015-12-31,34387
Nostoc,2016-12-31,30849
Ita Kozakeviča,2015-12-31,349
Ita Kozakeviča,2016-12-31,272
Natalia Zinchenko,2015-12-31,661
Natalia Zinchenko,2016-12-31,626
Anastasiya Serdyukova,2015-12-31,2909
Anastasiya Serdyukova,2016-12-31,1667
Music of Nier,2015-12-31,15504
Music of Nier,2016-12-31,9824
"Lemon Hill, California",2015-12-31,1664
"Lemon Hill, California",2016-12-31,1341
C. M. College,2015-12-31,1624
C. M. College,2016-12-31,1701
Stan Fritts,2015-12-31,963
Stan Fritts,2016-12-31,646
Gábor J. Székely,2015-12-31,1439
Gábor J. Székely,2016-12-31,1342
NK012,2015-12-31,1166
NK012,2016-12-31,905
"Trinity Episcopal Church (Chocowinity, North Carolina)",2015-12-31,515
"Trinity Episcopal Church (Chocowinity, North Carolina)",2016-12-31,386
The Most Important Person,2015-12-31,2442
The Most Important Person,2016-12-31,2182
Ane Dahl Torp,2015-12-31,9396
Ane Dahl Torp,2016-12-31,26663
Down Under Bowl,2015-12-31,1915
Down Under Bowl,2016-12-31,2097
1667 in France,2015-12-31,508
1667 in France,2016-12-31,483
Aechmea sphaerocephala,2015-12-31,431
Aechmea sphaerocephala,2016-12-31,257
Kaogu,2015-12-31,727
Kaogu,2016-12-31,590
Laurence Olivier Award for Outstanding Achievement in a Musical,2015-12-31,787
Laurence Olivier Award for Outstanding Achievement in a Musical,2016-12-31,771
Diane Rosenbaum,2015-12-31,2731
Diane Rosenbaum,2016-12-31,2228
Regional Assistance Mission to Solomon Islands,2015-12-31,8711
Regional Assistance Mission to Solomon Islands,2016-12-31,7132
Ursula Parrott,2015-12-31,1084
Ursula Parrott,2016-12-31,1281
Withers Stakes,2015-12-31,1286
Withers Stakes,2016-12-31,2229
USS Conflict (AM-85),2015-12-31,612
USS Conflict (AM-85),2016-12-31,500
Lazybones (song),2015-12-31,4127
Lazybones (song),2016-12-31,3677
New Zealand at the 2016 Summer Olympics,2015-12-31,6037
New Zealand at the 2016 Summer Olympics,2016-12-31,13734
Edward N. Whittier,2015-12-31,529
Edward N. Whittier,2016-12-31,392
Jowhar,2015-12-31,7644
Jowhar,2016-12-31,6675
Cabaiguán,2015-12-31,1204
Cabaiguán,2016-12-31,1075
1986 European Super Cup,2015-12-31,4769
1986 European Super Cup,2016-12-31,3581
Amrapali Institute – Lamachaur,2015-12-31,2782
Amrapali Institute – Lamachaur,2016-12-31,1661
LeRon McCoy,2015-12-31,12913
LeRon McCoy,2016-12-31,6571
"Beulahville, Virginia",2015-12-31,448
"Beulahville, Virginia",2016-12-31,407
Yağlıdere,2015-12-31,1233
Yağlıdere,2016-12-31,973
Pele-joez-el-gibbor-abi-ad-sar-shalom,2015-12-31,4260
Pele-joez-el-gibbor-abi-ad-sar-shalom,2016-12-31,3317
The Slutty Pumpkin Returns,2015-12-31,23790
The Slutty Pumpkin Returns,2016-12-31,16246
Abu al-Hassan al-Amiri,2015-12-31,4757
Abu al-Hassan al-Amiri,2016-12-31,3370
Spermidine dehydrogenase,2015-12-31,509
Spermidine dehydrogenase,2016-12-31,314
Jonna Lee (actress),2015-12-31,8793
Jonna Lee (actress),2016-12-31,8497
Akagawa Motoyasu,2015-12-31,614
Akagawa Motoyasu,2016-12-31,472
Sweet Country Music,2015-12-31,1679
Sweet Country Music,2016-12-31,1332
1988 WTA German Open – Singles,2015-12-31,539
1988 WTA German Open – Singles,2016-12-31,397
Alicia Rio,2015-12-31,10328
Alicia Rio,2016-12-31,9110
Stopband,2015-12-31,10394
Stopband,2016-12-31,9289
Sky Destroyer,2015-12-31,2137
Sky Destroyer,2016-12-31,1986
KRPT,2015-12-31,1608
KRPT,2016-12-31,1359
Wander Gross,2015-12-31,219
Wander Gross,2016-12-31,210
Liv Løberg,2015-12-31,609
Liv Løberg,2016-12-31,530
"Stratford-on-Avon by-election, 1909",2015-12-31,386
"Stratford-on-Avon by-election, 1909",2016-12-31,369
Marina (Japanese singer),2015-12-31,13006
Marina (Japanese singer),2016-12-31,7186
Tony Joe White,2015-12-31,45419
Tony Joe White,2016-12-31,36559
Lesbians on Ecstasy,2015-12-31,4377
Lesbians on Ecstasy,2016-12-31,4034
Kelli Arena,2015-12-31,1334
Kelli Arena,2016-12-31,1047
Jabari Brown,2015-12-31,57748
Jabari Brown,2016-12-31,18909
Nite-Wing,2015-12-31,4834
Nite-Wing,2016-12-31,2858
Wicked Tinkers,2015-12-31,1907
Wicked Tinkers,2016-12-31,1694
Mountbolus,2015-12-31,484
Mountbolus,2016-12-31,505
Donchovtsi,2015-12-31,275
Donchovtsi,2016-12-31,237
Tharakki Patti,2015-12-31,311
Tharakki Patti,2016-12-31,214
1981 Canadian Ladies Curling Association Championship,2015-12-31,556
1981 Canadian Ladies Curling Association Championship,2016-12-31,539
"Fairmount Park (Riverside, California)",2015-12-31,2531
"Fairmount Park (Riverside, California)",2016-12-31,2273
Otoyol 53,2015-12-31,588
Otoyol 53,2016-12-31,471
Cuprian Macarencu,2015-12-31,372
Cuprian Macarencu,2016-12-31,305
Death drive,2015-12-31,80827
Death drive,2016-12-31,93171
Eric Vollmecke,2015-12-31,999
Eric Vollmecke,2016-12-31,873
Shrugged,2015-12-31,1419
Shrugged,2016-12-31,1204
"Cathedral of the Immaculate Conception (Portland, Maine)",2015-12-31,2207
"Cathedral of the Immaculate Conception (Portland, Maine)",2016-12-31,1982
"Expanse, Saskatchewan",2015-12-31,1309
"Expanse, Saskatchewan",2016-12-31,1018
CKVH-FM,2015-12-31,727
CKVH-FM,2016-12-31,612
Mujeres Encinta,2015-12-31,843
Mujeres Encinta,2016-12-31,692
Turbonilla subula,2015-12-31,185
Turbonilla subula,2016-12-31,108
Naim Dhifallah,2015-12-31,530
Naim Dhifallah,2016-12-31,349
"Akbarabad, Tuyserkan",2015-12-31,438
"Akbarabad, Tuyserkan",2016-12-31,297
Bis-quits,2015-12-31,635
Bis-quits,2016-12-31,424
Filipino people of Spanish ancestry,2015-12-31,33558
Filipino people of Spanish ancestry,2016-12-31,19457
Interiors (Brad album),2015-12-31,2662
Interiors (Brad album),2016-12-31,2044
Çöl Kartalı,2015-12-31,446
Çöl Kartalı,2016-12-31,344
The Tragical Comedy or Comical Tragedy of Mr. Punch,2015-12-31,6580
The Tragical Comedy or Comical Tragedy of Mr. Punch,2016-12-31,5389
Dikson Island,2015-12-31,4755
Dikson Island,2016-12-31,4591
Chain rule,2015-12-31,231576
Chain rule,2016-12-31,176369
JBA Motors,2015-12-31,8222
JBA Motors,2016-12-31,6129
Euprenolepis variegata,2015-12-31,241
Euprenolepis variegata,2016-12-31,211
Lake Isle of Innisfree,2015-12-31,38201
Lake Isle of Innisfree,2016-12-31,35004
Philippe Mahut,2015-12-31,1296
Philippe Mahut,2016-12-31,988
Bargan,2015-12-31,885
Bargan,2016-12-31,643
Joan Haste,2015-12-31,860
Joan Haste,2016-12-31,683
Sibu Rural District Council,2015-12-31,580
Sibu Rural District Council,2016-12-31,450
Castle of Terror,2015-12-31,1143
Castle of Terror,2016-12-31,877
Graphoanalysis,2015-12-31,3342
Graphoanalysis,2016-12-31,2490
Institute of International and European Affairs,2015-12-31,2149
Institute of International and European Affairs,2016-12-31,1805
Jette Bang,2015-12-31,893
Jette Bang,2016-12-31,687
Cherish Life Queensland,2015-12-31,638
Cherish Life Queensland,2016-12-31,598
Carlos Luna,2015-12-31,3589
Carlos Luna,2016-12-31,2550
Kord (Greyhawk),2015-12-31,11819
Kord (Greyhawk),2016-12-31,11695
Veterans History Project of the Library of Congress American Folklife Center,2015-12-31,1565
Veterans History Project of the Library of Congress American Folklife Center,2016-12-31,1050
Hook nail,2015-12-31,2821
Hook nail,2016-12-31,2224
WGSQ,2015-12-31,917
WGSQ,2016-12-31,832
Stian Hinderson,2015-12-31,3338
Stian Hinderson,2016-12-31,3474
Gangut-class battleship,2015-12-31,24552
Gangut-class battleship,2016-12-31,17508
Peter Nunn,2015-12-31,958
Peter Nunn,2016-12-31,830
Supplicant (computer),2015-12-31,8471
Supplicant (computer),2016-12-31,7055
Matthias Liebers,2015-12-31,937
Matthias Liebers,2016-12-31,771
Dan Cook,2015-12-31,3708
Dan Cook,2016-12-31,3377
Pakistan at the 2014 Asian Beach Games,2015-12-31,631
Pakistan at the 2014 Asian Beach Games,2016-12-31,458
Charles Mitchell (shipbuilder),2015-12-31,1390
Charles Mitchell (shipbuilder),2016-12-31,1127
Psycho Country,2015-12-31,1590
Psycho Country,2016-12-31,1164
Isthmiella,2015-12-31,199
Isthmiella,2016-12-31,185
Tetsushi Sakamoto,2015-12-31,484
Tetsushi Sakamoto,2016-12-31,376
John Norton House,2015-12-31,395
John Norton House,2016-12-31,318
Theater am Olgaeck,2015-12-31,301
Theater am Olgaeck,2016-12-31,320
Mladost 3 Metro Station,2015-12-31,781
Mladost 3 Metro Station,2016-12-31,635
Kodungallur Kovilakam,2015-12-31,2296
Kodungallur Kovilakam,2016-12-31,1696
Maryland Route 372,2015-12-31,1827
Maryland Route 372,2016-12-31,1155
"Dębiny, Toruń County",2015-12-31,379
"Dębiny, Toruń County",2016-12-31,250
Groß Pampau,2015-12-31,891
Groß Pampau,2016-12-31,662
Institute for Quantum Optics and Quantum Information,2015-12-31,961
Institute for Quantum Optics and Quantum Information,2016-12-31,1002
Tavia Nyong'o,2015-12-31,14485
Tavia Nyong'o,2016-12-31,13571
Polish Teachers' Union,2015-12-31,627
Polish Teachers' Union,2016-12-31,540
Coso Hot Springs,2015-12-31,847
Coso Hot Springs,2016-12-31,996
Lepetodrilus sp. East Scotia Ridge,2015-12-31,361
Lepetodrilus sp. East Scotia Ridge,2016-12-31,312
RAF Podington,2015-12-31,4568
RAF Podington,2016-12-31,3739
Abbo (bishop of Soissons),2015-12-31,442
Abbo (bishop of Soissons),2016-12-31,290
Conochuza,2015-12-31,223
Conochuza,2016-12-31,198
Adam Pietrasik,2015-12-31,444
Adam Pietrasik,2016-12-31,238
"Percy Township, Kittson County, Minnesota",2015-12-31,379
"Percy Township, Kittson County, Minnesota",2016-12-31,317
Gene Bowen,2015-12-31,1199
Gene Bowen,2016-12-31,1019
"Ricaurte, Nariño",2015-12-31,676
"Ricaurte, Nariño",2016-12-31,516
"Ameno, Italy",2015-12-31,796
"Ameno, Italy",2016-12-31,771
Commentaria in Aristotelem Graeca,2015-12-31,1357
Commentaria in Aristotelem Graeca,2016-12-31,1569
Tet 1969,2015-12-31,5294
Tet 1969,2016-12-31,4749
2006 RCA Championships – Singles,2015-12-31,385
2006 RCA Championships – Singles,2016-12-31,311
Extended Play Two,2015-12-31,803
Extended Play Two,2016-12-31,649
FORAN System,2015-12-31,1398
FORAN System,2016-12-31,1524
Kerosene (song),2015-12-31,6669
Kerosene (song),2016-12-31,4437
Pilea trianthemoides,2015-12-31,580
Pilea trianthemoides,2016-12-31,841
X and Y bosons,2015-12-31,7742
X and Y bosons,2016-12-31,6492
Louis Tomei,2015-12-31,682
Louis Tomei,2016-12-31,583
Headman Shabalala,2015-12-31,2285
Headman Shabalala,2016-12-31,2024
Barton Mountains,2015-12-31,248
Barton Mountains,2016-12-31,214
Trechus abdurakhmanovi,2015-12-31,231
Trechus abdurakhmanovi,2016-12-31,153
Canadian Pickers,2015-12-31,16684
Canadian Pickers,2016-12-31,13919
Battle of Manila (1570),2015-12-31,2930
Battle of Manila (1570),2016-12-31,2242
European Land-Robot Trial,2015-12-31,1001
European Land-Robot Trial,2016-12-31,831
2006 Internazionali BNL d'Italia – Men's Singles,2015-12-31,1942
2006 Internazionali BNL d'Italia – Men's Singles,2016-12-31,2446
2012–13 SC Paderborn 07 season,2015-12-31,478
2012–13 SC Paderborn 07 season,2016-12-31,560
NCAA Division I Men's Golf Tournament all-time team records,2015-12-31,527
NCAA Division I Men's Golf Tournament all-time team records,2016-12-31,441
Bischofswerda,2015-12-31,2403
Bischofswerda,2016-12-31,2727
Country Rugby League,2015-12-31,4259
Country Rugby League,2016-12-31,4817
Yashar Nadzhafov,2015-12-31,385
Yashar Nadzhafov,2016-12-31,273
Blackburn Meadows Power Station,2015-12-31,3201
Blackburn Meadows Power Station,2016-12-31,2623
Jim Baron,2015-12-31,3101
Jim Baron,2016-12-31,4834
QuantumDigital,2015-12-31,1056
QuantumDigital,2016-12-31,841
Zbigniew Szczepkowski,2015-12-31,331
Zbigniew Szczepkowski,2016-12-31,262
Ialemus,2015-12-31,1683
Ialemus,2016-12-31,1581
Comala,2015-12-31,3553
Comala,2016-12-31,2952
Heffley Creek,2015-12-31,1139
Heffley Creek,2016-12-31,862
Southwark School,2015-12-31,632
Southwark School,2016-12-31,794
Guide RNA,2015-12-31,12542
Guide RNA,2016-12-31,12722
Road to Victory,2015-12-31,1367
Road to Victory,2016-12-31,887
"Dogwood Acres, Alamance County, North Carolina",2015-12-31,440
"Dogwood Acres, Alamance County, North Carolina",2016-12-31,409
Hezbollah International Financing Prevention Act of 2014,2015-12-31,930
Hezbollah International Financing Prevention Act of 2014,2016-12-31,1249
2013 in Singapore,2015-12-31,2380
2013 in Singapore,2016-12-31,1404
Muhammad al-Khushani,2015-12-31,462
Muhammad al-Khushani,2016-12-31,391
Tricholoma mutabile,2015-12-31,390
Tricholoma mutabile,2016-12-31,203
The Enemy Inside (coldrain album),2015-12-31,3206
The Enemy Inside (coldrain album),2016-12-31,2193
Stained glass,2015-12-31,128451
Stained glass,2016-12-31,115363
Planet M,2015-12-31,3656
Planet M,2016-12-31,2585
Röstäm Yaxin,2015-12-31,614
Röstäm Yaxin,2016-12-31,470
Arthur L. Selland,2015-12-31,1355
Arthur L. Selland,2016-12-31,1214
Tinie Tempah,2015-12-31,254775
Tinie Tempah,2016-12-31,254124
Hollis Thomas,2015-12-31,12090
Hollis Thomas,2016-12-31,6886
Operation Big Coon Dog,2015-12-31,1112
Operation Big Coon Dog,2016-12-31,785
Ryoun Yamada,2015-12-31,612
Ryoun Yamada,2016-12-31,534
1953 in television,2015-12-31,5609
1953 in television,2016-12-31,4034
Rem (mythology),2015-12-31,1533
Rem (mythology),2016-12-31,1166
Mazımçay,2015-12-31,389
Mazımçay,2016-12-31,348
United Kingdom in the Eurovision Song Contest 2016,2015-12-31,5740
United Kingdom in the Eurovision Song Contest 2016,2016-12-31,155430
"Tikmeh Dash, Hashtrud",2015-12-31,309
"Tikmeh Dash, Hashtrud",2016-12-31,247
Daesong Agricultural Market,2016-12-31,270
"The Fernhills Palace, Ooty",2015-12-31,2996
"The Fernhills Palace, Ooty",2016-12-31,2935
Call of Duty: World at War,2015-12-31,274945
Call of Duty: World at War,2016-12-31,221398
Northern Collegiate Institute and Vocational School,2015-12-31,1641
Northern Collegiate Institute and Vocational School,2016-12-31,1793
Eugenia hexovulata,2015-12-31,335
Eugenia hexovulata,2016-12-31,231
Jharkhand Chhatra Yuva Morcha,2016-12-31,176
Susan Herndon,2015-12-31,986
Susan Herndon,2016-12-31,1097
TUBGCP6,2015-12-31,415
TUBGCP6,2016-12-31,376
Azastene,2015-12-31,984
Azastene,2016-12-31,914
Video gaming in Lithuania,2015-12-31,1835
Video gaming in Lithuania,2016-12-31,1348
Euclidean group,2015-12-31,15536
Euclidean group,2016-12-31,13384
Diana Barrington,2015-12-31,2847
Diana Barrington,2016-12-31,1737
Form I-94,2015-12-31,72336
Form I-94,2016-12-31,56340
Lettie Cowman,2015-12-31,4229
Lettie Cowman,2016-12-31,3914
