title,timestamp,anon,comment,minor,revid,rollbacktoken,text,user
Richard Arkwright,2014-12-31,0.0,,0.0,638966130,,,The Traditionalist
Richard Arkwright,2015-12-31,0.0,"/* Links */ Wikify title, remove deprecated persondata - now on Wikidata",0.0,696842218,,,Philg88
Solar charger,2008-12-31,0.0,[[WP:AES|←]]Redirected page to [[Battery charger]],0.0,217917880,,,Mac
Solar charger,2009-12-31,0.0,spell,0.0,317069299,,,NJR ZA
Solar charger,2010-12-31,0.0,Undid revision 399876501 by [[Special:Contributions/Gloria06|Gloria06]] ([[User talk:Gloria06|talk]]) rv linkspam,0.0,400079837,,,Barek
Solar charger,2011-12-31,0.0,blank lines removed,1.0,464378863,,,Japs 88
Solar charger,2012-12-31,1.0,/* Solar chargers in the market */,0.0,527050207,,,223.183.51.241
Solar charger,2013-12-31,0.0,,0.0,581756850,,,TijanaM
Solar charger,2014-12-31,1.0,Added voltage regulator paragraph,0.0,627687577,,,65.175.49.98
Solar charger,2015-12-31,0.0,typo,1.0,694031085,,,Noggo
Avianca Flight 011,2004-12-31,0.0,[[Category:Accidents and incidents on commercial airliners]],0.0,12240002,,,Gabbe
Avianca Flight 011,2005-12-31,1.0,,0.0,31228646,,,158.64.104.150
Avianca Flight 011,2006-12-31,0.0,Better cat,0.0,74572043,,,TexasAndroid
Avianca Flight 011,2007-12-31,1.0,,0.0,177192587,,,121.97.101.218
Avianca Flight 011,2008-12-31,1.0,,0.0,260904739,,,190.25.105.117
Avianca Flight 011,2009-12-31,0.0,Date maintenance tags and general  fixes,1.0,334315835,,,SmackBot
Avianca Flight 011,2010-12-31,0.0,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/75.74.245.187|75.74.245.187]] ([[User talk:75.74.245.187|talk]]) to last version by MystBot,1.0,394532826,,,R. S. Shaw
Avianca Flight 011,2011-12-31,0.0,was killed at another disaster at barachas on Dec. 7 1983,0.0,465658557,,,Zapane
Avianca Flight 011,2012-12-31,0.0,,0.0,528328597,,,ANG99
Avianca Flight 011,2013-12-31,1.0,,0.0,584215955,,,217.39.12.102
Avianca Flight 011,2014-12-31,0.0,Robot - Speedily moving category Madrid–Barajas Airport to [[:Category:Adolfo Suárez Madrid–Barajas Airport]] per [[WP:CFDS|CFDS]].,1.0,635460913,,,Cydebot
Avianca Flight 011,2015-12-31,1.0,/* See also */,0.0,689951628,,,180.254.35.243
Toroidal inductors and transformers,2007-12-31,0.0,New page split from old Toroid page.  Much more work needed!,0.0,181223623,,,Ccrrccrr
Toroidal inductors and transformers,2008-12-31,0.0,copy edit of caption,1.0,255020325,,,Ccrrccrr
Toroidal inductors and transformers,2009-12-31,0.0,Unlinking full-dates. [[User:Full-date unlinking bot|Details here]]. Codes: AMreg(×1),1.0,332117109,,,Full-date unlinking bot
Toroidal inductors and transformers,2010-12-31,0.0,/* Explanation of the Figure */ corrected spelling,1.0,401893027,,,Constant314
Toroidal inductors and transformers,2011-12-31,0.0,orthographical correction,1.0,455867794,,,Eumolpo
Toroidal inductors and transformers,2012-12-31,0.0,-[[:Category:Article Feedback 5]],0.0,529549666,,,MZMcBride
Toroidal inductors and transformers,2013-12-31,0.0,/* Total B field confinement by toroidal inductors */ Elaboration of introduction to this section.,0.0,570333838,,,Constant314
Toroidal inductors and transformers,2014-12-31,0.0,Undid revision 631943799 by [[Special:Contributions/Chetvorno|Chetvorno]] ([[User talk:Chetvorno|talk]]) The link has significant (indirect) content that is not in the article; might exist elsewhere does not matter,0.0,632590317,,,Glrx
Toroidal inductors and transformers,2015-12-31,0.0,rvt last 4; incomplete backout,1.0,686842639,,,Glrx
Sexx Laws,2006-12-31,1.0,,0.0,87504095,,,66.167.110.86
Sexx Laws,2007-12-31,0.0,Reverted 1 edit by [[Special:Contributions/41.232.235.202|41.232.235.202]]; Test edits. using [[WP:TW|TW]],1.0,179243768,,,AWeenieMan
Sexx Laws,2008-12-31,0.0,Revert to revision 257853078 dated 2008-12-14 06:09:00 by Synchronism using [[:en:Wikipedia:Tools/Navigation_popups|popups]],0.0,257908677,,,CapitalLetterBeginning
Sexx Laws,2009-12-31,1.0,"/* 12"" */",0.0,334153395,,,173.55.193.25
Sexx Laws,2010-12-31,1.0,/* CD1 */,0.0,405187275,,,195.229.235.37
Sexx Laws,2011-12-31,0.0,added [[Category:Songs written by Beck]] using [[WP:HC|HotCat]],0.0,457014193,,,Koavf
Sexx Laws,2012-12-31,1.0,,0.0,501439693,,,189.123.141.164
Sexx Laws,2013-12-31,0.0,Removed MetroLyrics link; MetroLyrics page does not have LyricFind logo and has not licensed this song from LyricFind,0.0,571227157,,,LyricsBot
Sexx Laws,2014-12-31,0.0,,0.0,638734006,,,TangoTizerWolfstone
Sexx Laws,2015-12-31,0.0,,0.0,681072369,,,The Quixotic Potato
Hehekou Township,2011-12-31,0.0,[[WP:AES|←]]Created page with '{{Infobox settlement |name          ={{subst:PAGENAME}} |other_name             = |native_name            = |translit_lang1 = [[Chinese character|Chinese]] |transli...',0.0,445508285,,,Dr. Blofeld
Hehekou Township,2012-12-31,0.0,Adding geodata: {{coord|38.61543|N|113.78849|E|region:CN_type:city_source:zhwiki|display=title}},0.0,518613340,,,The Anomebot2
Hehekou Township,2013-12-31,0.0,"[[User:Addbot|Bot:]] Migrating 1 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q5698501]]",1.0,546207879,,,Addbot
Hehekou Township,2014-12-31,0.0,[[User:Monkbot/Task_6:_CS1_language_support|Task 6k]]: add |script-title=; replace {{xx icon}} with |language= in CS1 citations; clean up language icons;,1.0,636630900,,,Monkbot
Hehekou Township,2015-12-31,,,,704281117,,,
Bithynia pygmaea,2014-12-31,0.0,line space and prose tweak,0.0,601890063,,,Invertzoo
Bithynia pygmaea,2015-12-31,0.0,Adding from IUCN,0.0,663471123,,,SwisterTwister
Hypatius (consul 500),2005-12-31,0.0,dab [[Justinian I]]; also copyedit & punc.,1.0,28285575,,,CJLL Wright
Hypatius (consul 500),2006-12-31,0.0,+ de,1.0,94706044,,,Tolanor
Hypatius (consul 500),2007-12-31,0.0,,1.0,143847524,,,Ghirlandajo
Hypatius (consul 500),2008-12-31,1.0,Minor editing changes,0.0,251165512,,,210.246.12.48
Hypatius (consul 500),2009-12-31,1.0,,0.0,310142465,,,124.187.130.74
Hypatius (consul 500),2010-12-31,0.0,restored compact form,0.0,392815115,,,TakenakaN
Hypatius (consul 500),2011-12-31,1.0,/* Life */ grammar,0.0,453536688,,,24.154.173.243
Hypatius (consul 500),2012-12-31,0.0,added [[Category:Year of birth missing]] using [[WP:HC|HotCat]],0.0,524819458,,,Katharineamy
Hypatius (consul 500),2013-12-31,0.0,added [[Category:6th-century executions]] using [[WP:HC|HotCat]],0.0,572798953,,,Nimetapoeg
Hypatius (consul 500),2014-12-31,0.0,+links,0.0,632187561,,,Jbribeiro1
Hypatius (consul 500),2015-12-31,1.0,,0.0,668089021,,,58.178.15.131
Nappa Merrie,2013-12-31,0.0,Robot - Removing category Australian Aboriginal place names per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2013 August 3]].,1.0,567889731,,,Cydebot
Nappa Merrie,2014-12-31,0.0,+ sections,0.0,628869873,,,Hughesdarren
Nappa Merrie,2015-12-31,0.0,"/* History */clean up, [[WP:AWB/T|typo(s) fixed]]: seven year → seven-year using [[Project:AWB|AWB]]",1.0,687053607,,,Davidcannon
Suns in alchemy,2006-12-31,0.0,,0.0,86355814,,,Mrwuggs
Suns in alchemy,2007-12-31,0.0,rvv,1.0,174937309,,,Oneiros
Suns in alchemy,2008-12-31,1.0,/* In popular culture */,0.0,261040399,,,24.215.251.195
Suns in alchemy,2009-12-31,0.0,/* The two suns in the hermetic tradition */,0.0,332716210,,,Otakusensei
Suns in alchemy,2010-12-31,0.0,repaired link(s) to disambiguation page - ([[Wikipedia:Disambiguation pages with links|you can help]]),1.0,392644907,,,Nick Number
Suns in alchemy,2011-12-31,0.0,navbox,1.0,468087498,,,Jeraphine Gryphon
Suns in alchemy,2012-12-31,0.0,/* Sol niger */,1.0,518392558,,,Car Henkel
Suns in alchemy,2013-12-31,0.0,"Bot: Migrating 1 interwiki links, now provided by [[Wikidata]] on [[:d:Q2298187]]",1.0,552067067,,,KLBot2
Suns in alchemy,2014-12-31,0.0,Reverted edits by [[Special:Contribs/Dthomsen8|Dthomsen8]] ([[User talk:Dthomsen8|talk]]) to last version by Vanisaac,1.0,638110756,,,Mr. Granger
Suns in alchemy,2015-12-31,,,,715189572,,,
Cielądz,2008-12-31,0.0,robot  Adding: [[nl:Cielądz]],1.0,233816011,,,SieBot
Cielądz,2009-12-31,0.0,Replacing {{IPAr|pl}} with {{IPAc-pl}} per [[User:AnomieBOT/req/Template:IPAr|request]]. Errors or discussion? Post a note [[User:AnomieBOT/shutoff/TemplateReplacer15|here]] to stop the bot.,1.0,328357532,,,AnomieBOT
Cielądz,2010-12-31,0.0,[[User:Xenobot/6.2|Bot]]) Add [[Template:Infobox settlement#coordregion|coordinates_region]] parameter ([[User talk:Xeno|report errors?]],1.0,367827005,,,Xenobot
Cielądz,2011-12-31,,,,569358312,,,
Cielądz,2012-12-31,,,,569358312,,,
Cielądz,2013-12-31,0.0,/* References */[[WP:CHECKWIKI]] error fixes / special characters in sortkey fixed using [[Project:AWB|AWB]] (9427),1.0,569358312,,,Yobot
Mary River National Park,2002-12-31,0.0,+ link,0.0,5468998,,,G from B
Mary River National Park,2003-12-31,,,,10061614,,,
Mary River National Park,2004-12-31,0.0,"{{stub}}

[[Category:National parks of the Northern Territory]]",0.0,10061614,,,Bryan Derksen
Mary River National Park,2005-12-31,0.0,,0.0,25092204,,,Je suis le tenebreux
Mary River National Park,2006-12-31,,,,180786307,,,
Mary River National Park,2007-12-31,0.0,Date/fix the maintenance tags or gen fixes  using [[Project:AutoWikiBrowser|AWB]],1.0,180786307,,,SmackBot
Mary River National Park,2008-12-31,0.0,Navbox,0.0,257428114,,,Schnob Reider
Mary River National Park,2009-12-31,,,,388281884,,,
Mary River National Park,2010-12-31,0.0,"[[Wikipedia:Manual of Style (dates and numbers)|unified date formats]], rem [[Wikipedia:Manual of Style (linking)#Overlinking and underlinking|wp:overlink]]",1.0,388281884,,,Tony1
Mary River National Park,2011-12-31,0.0,Interwiki: de,1.0,437062427,,,MartinHansV
Mary River National Park,2012-12-31,0.0,,1.0,506132392,,,Albertyanks
Mary River National Park,2013-12-31,0.0,"To provide a header for section, add word to description",0.0,587721624,,,Backspace
Mary River National Park,2014-12-31,0.0,update infobox and general cleanup using [[Project:AWB|AWB]],1.0,635887121,,,AussieLegend2
Mary River National Park,2015-12-31,0.0,"[[WP:CHECKWIKI]] error fixes (Unnecessary pipe template), replaced: [[Government of the Northern Territory{{!}}Northern Territory Government]] →... using [[Project:AWB|AWB]] (10823)",1.0,646935374,,,Yobot
Hymenula affinis,2007-12-31,0.0,Reverted 1 edit by [[Special:Contributions/24.18.201.145|24.18.201.145]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Somanypeople|Somanypeople]]. using [[WP:TW|TW]],1.0,168630749,,,Granf
Hymenula affinis,2008-12-31,0.0,bulletting external links  using [[Project:AutoWikiBrowser|AWB]],1.0,244535828,,,TubularWorld
Hymenula affinis,2009-12-31,0.0,"/* External links */Remove [[Category:Fungus stubs]], which is redundant to the stub template using [[Project:AutoWikiBrowser|AWB]]",1.0,303578558,,,J Milburn Bot
Hymenula affinis,2010-12-31,0.0,Changing the font of the title to italic,1.0,353855934,,,Flakinho
Hymenula affinis,2011-12-31,0.0,,0.0,456041539,,,Ettrig
Hymenula affinis,2012-12-31,,,,581157079,,,
Hymenula affinis,2013-12-31,0.0,link added,0.0,581157079,,,Top Chef Lover
Hymenula affinis,2014-12-31,0.0,Category:Fungal plant pathogens and diseases,0.0,607327304,,,NotWith
The Poetry Collection,2006-12-31,0.0,,0.0,96419856,,,Gonky
The Poetry Collection,2007-12-31,,,,237887157,,,
The Poetry Collection,2008-12-31,1.0,,0.0,237887157,,,72.228.174.101
The Poetry Collection,2009-12-31,0.0,+defsort,0.0,324154244,,,GrahamHardy
The Poetry Collection,2010-12-31,0.0,"Adding category [[:Category:University at Buffalo, The State University of New York]]; removed {{uncategorized}} (using [[WP:HOTCAT|HotCat]])",1.0,388530746,,,Tyrol5
The Poetry Collection,2011-12-31,0.0,random,0.0,410100413,,,Cymru.lass
The Poetry Collection,2012-12-31,0.0,/* External links */,0.0,488867152,,,V089m9sz
The Poetry Collection,2013-12-31,0.0,/* External links */,0.0,558056539,,,Leofstan
The Poetry Collection,2014-12-31,0.0,stub sorting,1.0,607174721,,,Od Mishehu
The Poetry Collection,2015-12-31,,,,713487492,,,
Altônia,2009-12-31,0.0,"robot Adding: bpy, it, no, ro, ru, vo",1.0,333931740,,,LucienBOT
Altônia,2010-12-31,0.0,robot Adding: [[nl:Altônia]],1.0,381249071,,,EmausBot
Altônia,2011-12-31,0.0,r2.6.4) (robot Adding: [[eo:Altônia]],1.0,443523019,,,EmausBot
Altônia,2012-12-31,0.0,r2.7.3) (Robot: Adding [[zh:Altônia]],1.0,530431052,,,Makecat-bot
Altônia,2013-12-31,0.0,[[WP:CHECKWIKI]] error fixes / special characters in sortkey fixed using [[Project:AWB|AWB]] (9427),1.0,569342653,,,Yobot
Altônia,2014-12-31,0.0,"it's just a municipality, replacing redirect with direct link using [[Project:AWB|AWB]]",1.0,634109508,,,Victor Lopes
Spot beam,2003-12-31,0.0,"caps, links",1.0,2556845,,,JohnOwens
Spot beam,2004-12-31,0.0,disambiguation,1.0,16110109,,,SimonP
Spot beam,2005-12-31,0.0,,1.0,20706974,,,Cadillac
Spot beam,2006-12-31,1.0,,0.0,83498098,,,128.152.20.33
Spot beam,2007-12-31,0.0,link repair,1.0,161207154,,,Spring Rubber
Spot beam,2008-12-31,1.0,,0.0,257604776,,,12.216.149.80
Spot beam,2009-12-31,0.0,Date maintenance tags and general  fixes,1.0,274462735,,,SmackBot
Spot beam,2010-12-31,1.0,,0.0,403667515,,,173.230.178.164
Spot beam,2011-12-31,,,,503038941,,,
Spot beam,2012-12-31,1.0,Added missing right parenthesis,0.0,503038941,,,79.245.125.245
Spot beam,2013-12-31,,,,600719039,,,
Spot beam,2014-12-31,0.0,Reverted 1 edit by [[Special:Contributions/207.255.205.112|207.255.205.112]] ([[User talk:207.255.205.112|talk]]): Rm apparently irrelevant category. ([[WP:TW|TW]]),0.0,600719039,,,Bonadea
German submarine U-821,2006-12-31,0.0,Fix ISBN  using [[Project:AWB|AWB]],1.0,95600842,,,Rich Farmbrough
German submarine U-821,2007-12-31,0.0,reclassify,1.0,168253601,,,Jaraalbe
German submarine U-821,2008-12-31,0.0,add category,0.0,244372837,,,Xyl 54
German submarine U-821,2009-12-31,0.0,fix spelling; use english,0.0,335025151,,,Xyl 54
German submarine U-821,2010-12-31,0.0,([[WP:BOT|Bot]]; [[User:EarwigBot#Task 17|Task 17]]): Removing [[File:No Photo Available.svg]] from {{[[Template:Infobox ship image|Infobox ship image]]}}.,1.0,359444124,,,EarwigBot
German submarine U-821,2011-12-31,0.0,/* War patrols */ grammar cleanup,1.0,457220695,,,Dnewell78
German submarine U-821,2012-12-31,0.0,iw,1.0,469312842,,,Klemen Kocjancic
German submarine U-821,2013-12-31,0.0,clean up using [[Project:AWB|AWB]],1.0,585267503,,,ÄDA - DÄP
German submarine U-821,2014-12-31,0.0,adding/improving references using [[Project:AWB|AWB]],1.0,640095129,,,ÄDA - DÄP
German submarine U-821,2015-12-31,0.0,refimprove using [[Project:AWB|AWB]],1.0,696002839,,,ÄDA - DÄP
Leucas aspera,2012-12-31,0.0,[[ta:முடிதும்பை]],1.0,526953401,,,Kanags
Leucas aspera,2013-12-31,0.0,Reverted to revision 551283439 by Krish Dulal: rv spam. ([[WP:TW|TW]]),0.0,566066871,,,Andy Dingley
Leucas aspera,2014-12-31,0.0,Reverted edits by [[Special:Contributions/117.221.15.73|117.221.15.73]] ([[User talk:117.221.15.73|talk]]): nonconstructive edits ([[WP:HG|HG]]),0.0,625511850,,,Frosty
Leucas aspera,2015-12-31,0.0,Reverted 2 edits by [[Special:Contributions/1.187.232.99|1.187.232.99]] ([[User talk:1.187.232.99|talk]]): [[WP:CITE|unsourced]] changes. ([[WP:TW|TW]]),0.0,659759541,,,K6ka
Savore Sanguino,2009-12-31,0.0,stub sorting,0.0,294023632,,,Dr.frog
Savore Sanguino,2010-12-31,,,,405929303,,,
Savore Sanguino,2011-12-31,0.0,,0.0,405929303,,,Doc halidai
Savore Sanguino,2012-12-31,0.0,[[Florence|Florentine]],0.0,506884091,,,Northamerica1000
Savore Sanguino,2013-12-31,0.0,[[WP:CHECKWIKI]] error fix for #61.  Punctuation goes before References. Do [[Wikipedia:GENFIXES|general fixes]] if a problem exists. - using [[Project:AWB|AWB]] (8855),1.0,533432948,,,BG19bot
Savore Sanguino,2014-12-31,0.0,Removed [],0.0,608530572,,,Ascii002
The GrooveGrass Boyz,2008-12-31,0.0,/* History */ disam,0.0,261071386,,,Woohookitty
The GrooveGrass Boyz,2009-12-31,0.0,Reverted to revision 324202917 by [[Special:Contributions/Eric444|Eric444]]; Move discussion of accuracy to talk page. ([[WP:TW|TW]]),0.0,334669350,,,Chuckiesdad
The GrooveGrass Boyz,2010-12-31,0.0,"Bot: 1 external link(s) adapted for allmusic.com, 1 migrated to template usage, 1 tab(s) reconstructed",1.0,402289247,,,CactusBot
The GrooveGrass Boyz,2011-12-31,0.0,,0.0,456615819,,,MuzikJunky
The GrooveGrass Boyz,2012-12-31,0.0,add,0.0,528387934,,,Canadaolympic989
The GrooveGrass Boyz,2013-12-31,0.0,added [[Category:Musical groups established in 1987]] using [[WP:HC|HotCat]],0.0,587322829,,,StAnselm
The GrooveGrass Boyz,2014-12-31,,,,681881743,,,
The GrooveGrass Boyz,2015-12-31,1.0,,0.0,681881743,,,108.194.230.85
Acilius (genus),2008-12-31,0.0,+ calwer pics,0.0,244795594,,,Sarefo
Acilius (genus),2009-12-31,0.0,/* References */[[Wikipedia:WikiProject Stub sorting|stub sorting]] using [[Project:AutoWikiBrowser|AWB]],1.0,309419735,,,Waacstats
Acilius (genus),2010-12-31,0.0,french,0.0,360780206,,,Piscine-biologique
Acilius (genus),2011-12-31,0.0,r2.7.1) (Robot: Adding [[es:Acilius]],1.0,458332071,,,ZéroBot
Acilius (genus),2012-12-31,0.0,full list,0.0,491386837,,,NielsenGW
Acilius (genus),2013-12-31,0.0,"[[User:Addbot|Bot:]] Migrating 5 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q1302912]] ([[User talk:Addbot|Report Errors]])",1.0,540977193,,,Addbot
Acilius (genus),2014-12-31,,,,650655741,,,
Acilius (genus),2015-12-31,0.0,added [[Category:Beetles described in 1817]] using [[WP:HC|HotCat]],0.0,650655741,,,Gug01
Undule Mwakasungula,2011-12-31,0.0,Bot: [[User:FrescoBot/Links|link syntax/spacing]] and minor changes,1.0,456087164,,,FrescoBot
Undule Mwakasungula,2012-12-31,0.0,added category using [[Project:AWB|AWB]],0.0,488248752,,,Epbr123
Undule Mwakasungula,2013-12-31,0.0,"""in to"" ([[adverb]] and [[preposition]]) —> ""into"" (preposition)—[[wikt:in]]—[[wikt:to]]—[[wikt:into]]—http://public.wsu.edu/~brians/errors/into.html",0.0,557622875,,,Wavelength
Undule Mwakasungula,2014-12-31,1.0,,0.0,624461315,,,140.103.59.148
Undule Mwakasungula,2015-12-31,0.0,/* Malawi Protests */replaced: spokes person → spokesperson using [[Project:AWB|AWB]],1.0,651144103,,,Chris the speller
Charles J. O'Malley,2011-12-31,0.0,/* References */Adding Persondata using [[Project:AWB|AWB]] (7876),1.0,465339866,,,RjwilmsiBot
Charles J. O'Malley,2012-12-31,0.0,Repairing links to disambiguation pages - [[WP:DPL|You can help!]] - [[Agency]],0.0,505954095,,,SchreiberBike
Charles J. O'Malley,2013-12-31,,,,620238171,,,
Charles J. O'Malley,2014-12-31,0.0,/* References */,0.0,620238171,,,David Anthem
Operation Web Tryp,2004-12-31,0.0,Important historical development concerning a dea operation that shut down websites selling drugs of ambiguous legality.,0.0,12062452,,,Flying Hamster
Operation Web Tryp,2005-12-31,0.0,/* External links */ +cat,0.0,29117118,,,Heah
Operation Web Tryp,2006-12-31,0.0,Adding source,0.0,96825020,,,John Broughton
Operation Web Tryp,2007-12-31,0.0,/* External links */,0.0,155952244,,,Giantpiemaster
Operation Web Tryp,2008-12-31,0.0,not a stub anymore imo,0.0,212776088,,,Synergy
Operation Web Tryp,2009-12-31,0.0,Date maintenance tags and general  fixes,1.0,333600603,,,SmackBot
Operation Web Tryp,2010-12-31,1.0,/* Legality */,0.0,402590566,,,65.0.182.198
Operation Web Tryp,2011-12-31,0.0,"copyedit, MOS, and/or AWB general fixes using [[Project:AWB|AWB]]",1.0,464522575,,,Hmains
Operation Web Tryp,2012-12-31,1.0,"Corrected grammar and rerouted the ""Shulgin's"" link to the page on Alexander Shulgin rather than his rating scale",0.0,524307802,,,75.114.241.59
Operation Web Tryp,2013-12-31,1.0,,0.0,584377370,,,77.248.99.174
Operation Web Tryp,2014-12-31,,,,696313988,,,
Operation Web Tryp,2015-12-31,0.0,Reverted to revision 680344935 by [[Special:Contributions/Ehn|Ehn]] ([[User talk:Ehn|talk]]): Please cite a source for any information relating to [[WP:BLP|living people]]. ([[WP:TW|TW]]),0.0,696313988,,,Smartse
Andamia tetradactylus,2010-12-31,0.0,taxobox; etc.,0.0,397262617,,,Stemonitis
Andamia tetradactylus,2011-12-31,0.0,r2.6.4) (Robot: Adding [[nl:Andamia tetradactylus]],1.0,457296750,,,EmausBot
Andamia tetradactylus,2012-12-31,0.0,"r2.7.2) (Robot: Adding [[ca:Andamia tetradactylus]], [[es:Andamia tetradactylus]]",1.0,475361474,,,Thijs!bot
Andamia tetradactylus,2013-12-31,0.0,"[[User:Addbot|Bot:]] Migrating 4 interwiki links, now provided by [[Wikipedia:Wikidata|Wikidata]] on [[d:q2386455]] ([[User talk:Addbot|Report Errors]])",1.0,541254321,,,Addbot
Bolandra californica,2008-12-31,0.0,started article,0.0,257242931,,,IceCreamAntisocial
Bolandra californica,2009-12-31,0.0,/* External links */ [[Category:Bolandra]],1.0,301121714,,,Pzrmd
Bolandra californica,2010-12-31,0.0,Updating classification in the taxobox to the [[APG III system]] using [[Project:AWB|AWB]],0.0,393910715,,,Rkitko
Bolandra californica,2011-12-31,0.0,removed [[Category:Flora of California]] using [[WP:HC|HotCat]],0.0,409883580,,,First Light
Bolandra californica,2012-12-31,0.0,,1.0,499215113,,,Rekleov
Marshal of Bolivia,2007-12-31,0.0,Added category.,0.0,175572125,,,Oddharmonic
Marshal of Bolivia,2008-12-31,,,,384621658,,,
Marshal of Bolivia,2009-12-31,,,,384621658,,,
Marshal of Bolivia,2010-12-31,0.0,eswiki,0.0,384621658,,,Varlaam
Marshal of Bolivia,2011-12-31,,,,528846691,,,
Marshal of Bolivia,2012-12-31,0.0,,1.0,528846691,,,FoxPats77
Cyffylliog,2013-12-31,0.0,Adding geodata: {{coord|53|06|N|3|25|W|display=title|region:GB_type:city_source:GNS-enwiki}},0.0,553461605,,,The Anomebot2
Cyffylliog,2014-12-31,0.0,"Remove invisible unicode control characters + other fixes, removed stub tag using [[Project:AWB|AWB]] (10216)",1.0,611194162,,,Magioladitis
Cyffylliog,2015-12-31,0.0,Robot - Removing category Cyffylliog per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2015 January 18]].,1.0,644201643,,,Cydebot
Hermética,2006-12-31,0.0,Lo Ultimo y En Concierto,0.0,96102437,,,Perón
Hermética,2007-12-31,1.0,/* Biography */,0.0,169508663,,,190.10.0.121
Hermética,2008-12-31,0.0,Robot-assisted disambiguation: Heavy metal - Changed link(s) to [[Heavy metal music]],1.0,254686719,,,PlankBot
Hermética,2009-12-31,0.0,/* External links */ per TFD,0.0,331661954,,,Plastikspork
Hermética,2010-12-31,0.0,Added {{Unreferenced}} tag and clean-up,0.0,403578958,,,Derek R Bullamore
Hermética,2011-12-31,0.0,r2.7.2) (Robot: Adding [[de:Hermética]],1.0,462655586,,,HiW-Bot
Hermética,2012-12-31,1.0,,0.0,526255309,,,24.54.234.82
Hermética,2013-12-31,0.0,,0.0,587549588,,,Cambalachero
Hermética,2014-12-31,0.0,metal umlaut,1.0,638045266,,,Cyfal
Hermética,2015-12-31,0.0,[[:en:WP:CLEANER|WPCleaner]] v1.36 - Repaired 1 link to disambiguation page - [[WP:DPL|(You can help)]] - [[Antonio Romano]],1.0,679919235,,,Tassedethe
1963 WCHA Men's Ice Hockey Tournament,2014-12-31,0.0,/* External links */,0.0,636780938,,,Djln
1963 WCHA Men's Ice Hockey Tournament,2015-12-31,,,,710220034,,,
Pseudamnicola brachia,2014-12-31,0.0,[[WP:AES|←]]Created page with '{{italic title}} {{Taxobox | name = ''Pseudamnicola brachia'' | image =  | image_caption = ''Pseudamnicola brachia'' | status = DD | status_system = iucn3.1 | st...',0.0,622457487,,,XenoVon
Pseudamnicola brachia,2015-12-31,0.0,Robot - Moving category Molluscs of Greece to [[:Category:Molluscs of Europe]] per [[WP:CFD|CFD]] at [[Wikipedia:Categories for discussion/Log/2015 June 5]].,1.0,667481363,,,Cydebot
Dmitry Grigorovich,2006-12-31,0.0,+more works,0.0,86540720,,,KNewman
Dmitry Grigorovich,2007-12-31,0.0,+DEFAULTSORT,1.0,163090144,,,BOTijo
Dmitry Grigorovich,2008-12-31,0.0,robot  Removing: [[es:Dmitri Grigoróvich]],1.0,259554763,,,Obersachsebot
Dmitry Grigorovich,2009-12-31,0.0,Delink dates ([[WP:MOSUNLINKDATES]]) using [[Project:AWB]],1.0,334526568,,,SmackBot
Dmitry Grigorovich,2010-12-31,0.0,,0.0,405243285,,,INeverCry
Dmitry Grigorovich,2011-12-31,0.0,removed repeated linking,0.0,467299012,,,INeverCry
Dmitry Grigorovich,2012-12-31,0.0,Added the {{[[Template:Authority control|Authority control]]}} template with VIAF number 24650886: http://viaf.org/viaf/24650886 . Please [[WP:VIAF/errors|report any errors]].,1.0,523515760,,,VIAFbot
Dmitry Grigorovich,2013-12-31,0.0,that was hardly a hit parade,0.0,579611860,,,Evermore2
Dmitry Grigorovich,2014-12-31,0.0,"minor clean-up; links, italics etc",0.0,639823559,,,Evermore2
Dmitry Grigorovich,2015-12-31,0.0,/* References */add category using [[Project:AWB|AWB]],0.0,697647020,,,Ser Amantio di Nicolao
Laura Kraut,2008-12-31,0.0,robot  Adding: [[fr:Laura Kraut]],1.0,252014855,,,FlaBot
Laura Kraut,2009-12-31,0.0,Unlinking full-dates. [[User:Full-date unlinking bot|Details here]]. Codes: AMreg(×1),1.0,333325152,,,Full-date unlinking bot
Laura Kraut,2010-12-31,0.0,"[[WP:CHECKWIKI]] error fixes + [[WP:GENFIXES|genfixes]], removed stub tag using [[Project:AWB|AWB]] (7404)",1.0,397311283,,,Yobot
Laura Kraut,2011-12-31,0.0,+ photo,0.0,462565226,,,Nordlicht8
Laura Kraut,2012-12-31,0.0,Link repair using [[Project:AWB|AWB]] (8097),1.0,503017993,,,Courcelles
Laura Kraut,2013-12-31,0.0,[[WP:CHECKWIKI]] error #2 fix + general fixes using [[Project:AWB|AWB]] (9276),1.0,560908826,,,Yobot
Laura Kraut,2014-12-31,,,,691556794,,,
Laura Kraut,2015-12-31,0.0,"Removed weird sentence, we can guess what's under accomplishments",0.0,691556794,,,White Arabian Filly
Mesa Grande Band of Diegueno Mission Indians,2010-12-31,0.0,/* Reservation */Mostly units using [[Project:AWB|AWB]] (7290),0.0,391410324,,,Lightmouse
Mesa Grande Band of Diegueno Mission Indians,2011-12-31,0.0,,0.0,428988171,,,Ndasmith
